Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Autres couleurs (product.metafields.custom.autres_couleurs),Autres couleurs disponibles waffle (product.metafields.custom.autres_couleurs_disponibles_waffle),Linked colors (product.metafields.custom.linked_colors),Restock badge (product.metafields.custom.restock_badge),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Nombre d’évaluations de produit (product.metafields.reviews.rating_count),Tranche d’âge (product.metafields.shopify.age-group),Caractéristiques des vêtements (product.metafields.shopify.clothing-features),Couleur (product.metafields.shopify.color-pattern),Tissu (product.metafields.shopify.fabric),Décolleté (product.metafields.shopify.neckline),Taille (product.metafields.shopify.size),Type de longueur du manche (product.metafields.shopify.sleeve-length-type),Sexe cible (product.metafields.shopify.target-gender),Type de longueur du haut (product.metafields.shopify.top-length-type),Produits complémentaires (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products),Paramètres des produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products_display),Mises en avant de produits dans la recherche (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
akai-caps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/COLORS_CAP_ROUGE_4.jpg?v=1765798633,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blossom-knitted-zip,Blossom Knitted Zip,"<ul>
<li class=""p1"">
<span class=""s1"">Color :</span> Pink</li>
<li class=""p1"">
<span class=""s1"">Material :</span> 100% cotton</li>
<li class=""p2"">White embroidered front &amp; back logo</li>
<li class=""p2"">YKK zipper</li>
<li class=""p2"">Every order comes with exclusive goodies &lt;3<br>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing Accessories > Hats,"","",true,Size,XS,,,,,,,,KNT-XS-BLSM,950.0,shopify,2,deny,manual,94.99,,true,true,,,,,KNT-XS-BLSM,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/COLORS_-_KNIT_ZIP_ROSE_1.jpg?v=1765798361,1,"",false,,,173,,,,,,,,,,,heaven-knitted-zip,,,,,'1,,,,,,,,,,,,,,,kg,,27.34,active
blossom-knitted-zip,,,,,,,,,S,,,,,,,,KNT-S-BLSM,1010.0,shopify,4,deny,manual,94.99,,true,true,,,,,KNT-S-BLSM,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/COLORS_-_KNIT_ZIP_ROSE_2.jpg?v=1765798360,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,27.34,
blossom-knitted-zip,,,,,,,,,M,,,,,,,,KNT-M-BLSM,1070.0,shopify,0,deny,manual,94.99,,true,true,,,,,KNT-M-BLSM,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/COLORS_-_KNIT_ZIP_ROSE_3.jpg?v=1765798360,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,27.34,
blossom-knitted-zip,,,,,,,,,L,,,,,,,,KNT-L-BLSM,1130.0,shopify,4,deny,manual,94.99,,true,true,,,,,KNT-L-BLSM,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/COLORS_-_KNIT_ZIP_ROSE_4.jpg?v=1765798361,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,27.34,
blossom-knitted-zip,,,,,,,,,XL,,,,,,,,KNT-XL-BLSM,1180.0,shopify,0,deny,manual,94.99,,true,true,,,,,KNT-XL-BLSM,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/COLORS_-_KNIT_ZIP_ROSE_5.jpg?v=1765798360,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,27.34,
heaven-knitted-zip,Heaven Knitted Zip,"<ul>
<li class=""p1"">
<span class=""s1"">Color :</span> Grey</li>
<li class=""p1"">
<span class=""s1"">Material :</span> 100% cotton</li>
<li class=""p2"">White embroidered front &amp; back logo</li>
<li class=""p2"">YKK zipper</li>
<li class=""p2"">Every order comes with exclusive goodies &lt;3<br>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing Accessories > Hats,"","",true,Size,XS,,,,,,,,KNT-XS-HEVN,950.0,shopify,1,deny,manual,94.99,,true,true,,,,,KNT-XS-HEVN,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/COLORS_-_KNIT_ZIP_GRIS_1.jpg?v=1765798514,1,"",false,,,173,,,,,,,,,,,blossom-knitted-zip,,,,,,,,,,,,,,,,,,,,kg,,,active
heaven-knitted-zip,,,,,,,,,S,,,,,,,,KNT-S-HEVN,1010.0,shopify,5,deny,manual,94.99,,true,true,,,,,KNT-S-HEVN,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/COLORS_-_KNIT_ZIP_GRIS_2.jpg?v=1765798513,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
heaven-knitted-zip,,,,,,,,,M,,,,,,,,KNT-M-HEVN,1070.0,shopify,0,deny,manual,94.99,,true,true,,,,,KNT-M-HEVN,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/COLORS_-_KNIT_ZIP_GRIS_3.jpg?v=1765798514,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
heaven-knitted-zip,,,,,,,,,L,,,,,,,,KNT-L-HEVN,1130.0,shopify,0,deny,manual,94.99,,true,true,,,,,KNT-L-HEVN,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/COLORS_-_KNIT_ZIP_GRIS_4.jpg?v=1765798514,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
heaven-knitted-zip,,,,,,,,,XL,,,,,,,,KNT-XL-HEVN,1180.0,shopify,0,deny,manual,94.99,,true,true,,,,,KNT-XL-HEVN,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/COLORS_-_KNIT_ZIP_GRIS_5.jpg?v=1765798514,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,STRUCTURE HOODIE,"<ul>
<li>
<p>Colors : black, white<br></p>
</li>
<li>
<p>Lining on the hood and the kangaroo pocket</p>
</li>
<li>
<p>380 GSM</p>
</li>
<li>
<p>80% cotton 20% Polyester</p>
</li>
<li>
<p>Front logo embroidered</p>
</li>
<li>
<p>Front and back sleeve panels <br></p>
</li>
<li>
<p>Every order includes exclusive goodies &lt;3</p>
</li>
<li>
<p>This product is pre-order : 5 - 6 weeks before shipping</p>
</li>
</ul>",Noclout,Apparel & Accessories,"",PRECO,false,Size,XS,,Price,50 First pieces - 39.99€,,,,,,760.0,shopify,0,deny,manual,39.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACK_HOODIE_-_DARK_1.jpg?v=1764001578,1,"",false,,,,,,,,,,,,,,,,,,,'2,,,,,,,,,,,,,,,kg,,,draft
structure-hoodie,,,,,,,,,XS,,,100 Next pieces - 44.99€,,,,,,760.0,shopify,0,deny,manual,44.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACKHOODIE-DARK2_12fc5e69-f9f5-44a3-a9f6-6abe36f6d045.jpg?v=1764001578,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,XS,,,150 Next pieces - 54.99€,,,,,,760.0,shopify,0,deny,manual,54.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACK_HOODIE_-_DARK_3.jpg?v=1764002342,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,XS,,,200 Next pieces - 64.99€,,,,,,760.0,shopify,0,deny,manual,64.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACK_HOODIE_-_DARK_4.jpg?v=1764002342,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,XS,,,Remaining - 74.99€,,,,,,760.0,shopify,17,deny,manual,74.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACK_HOODIE_-_DARK_5.jpg?v=1764002332,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,S,,,50 First pieces - 39.99€,,,,,,810.0,shopify,0,deny,manual,39.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,S,,,100 Next pieces - 44.99€,,,,,,810.0,shopify,0,deny,manual,44.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,S,,,150 Next pieces - 54.99€,,,,,,810.0,shopify,0,deny,manual,54.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,S,,,200 Next pieces - 64.99€,,,,,,810.0,shopify,0,deny,manual,64.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,S,,,Remaining - 74.99€,,,,,,810.0,shopify,6,deny,manual,74.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,M,,,50 First pieces - 39.99€,,,,,,860.0,shopify,0,deny,manual,39.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,M,,,100 Next pieces - 44.99€,,,,,,860.0,shopify,-1,deny,manual,44.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,M,,,150 Next pieces - 54.99€,,,,,,860.0,shopify,-1,deny,manual,54.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,M,,,200 Next pieces - 64.99€,,,,,,860.0,shopify,-1,deny,manual,64.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,M,,,Remaining - 74.99€,,,,,,860.0,shopify,18,deny,manual,74.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,L,,,50 First pieces - 39.99€,,,,,,900.0,shopify,0,deny,manual,39.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,L,,,100 Next pieces - 44.99€,,,,,,900.0,shopify,0,deny,manual,44.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,L,,,150 Next pieces - 54.99€,,,,,,900.0,shopify,0,deny,manual,54.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,L,,,200 Next pieces - 64.99€,,,,,,900.0,shopify,0,deny,manual,64.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,L,,,Remaining - 74.99€,,,,,,900.0,shopify,6,deny,manual,74.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,XL,,,50 First pieces - 39.99€,,,,,,940.0,shopify,0,deny,manual,39.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,XL,,,100 Next pieces - 44.99€,,,,,,940.0,shopify,0,deny,manual,44.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,XL,,,150 Next pieces - 54.99€,,,,,,940.0,shopify,0,deny,manual,54.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,XL,,,200 Next pieces - 64.99€,,,,,,940.0,shopify,0,deny,manual,64.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
structure-hoodie,,,,,,,,,XL,,,Remaining - 74.99€,,,,,,940.0,shopify,3,deny,manual,74.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,GRAPHITE RAINJACKET,"<ul>
<li>
<p>Colors : black, gray (checkered pattern all over)<br></p>
</li>
<li>
<p>100% Polyester</p>
</li>
<li>
<p>Water resistance : 10 000 Schmerber (high performance)</p>
</li>
<li>
<p>Embroidered front logo</p>
</li>
<li>
<p>Heat pressed logo on velcro</p>
</li>
<li>
<p>Adjustement with drawstrings at the hood and waist</p>
</li>
<li>
<p>2 front pockets</p>
</li>
<li>
<p>Every order includes exclusive goodies &lt;3</p>
</li>
<li>
<p>This product is pre-order : 5 - 6 weeks before shipping</p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","",false,Size,xs,product.metafields.shopify.size,Price,50 First pieces - 59.99€,,,,,,530.0,shopify,0,deny,manual,59.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACKKWAY-DARK1_6299278e-31a1-4ea6-8c53-4bc198e01bea.jpg?v=1764079408,1,"",false,,,212,,,,,,,,,,,,,,,,,,,,,,xs; s; m; l; xl,,,,,,,,,kg,,,draft
graphite-rainjacket,,,,,,,,,xs,,,100 Next pieces - 64.99€,,,,,,530.0,shopify,1,deny,manual,64.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACKKWAY-DARK2_3d062ce0-c62e-4ae7-8d8a-0514bad80175.jpg?v=1764079408,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,xs,,,150 Next pieces - 74.99€,,,,,,530.0,shopify,0,deny,manual,74.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACKKWAY-DARK3_b43fdd43-fe33-46a7-8082-42f66b02641d.jpg?v=1764079407,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,xs,,,200 Next pieces - 84.99€,,,,,,530.0,shopify,0,deny,manual,84.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACKKWAY-DARK5_07d4cd54-e79e-4962-829a-59edff851e96.jpg?v=1764161628,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,xs,,,Remaining - 89.99€,,,,,,530.0,shopify,4,deny,manual,89.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACKKWAY-DARK7_e14e10ca-3175-4612-b350-9bdf1b9c6668.jpg?v=1764161628,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,s,,,50 First pieces - 59.99€,,,,,,580.0,shopify,0,deny,manual,59.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACKKWAY-DARK4_4b0b121f-3705-440f-8847-a8b0e687c1cc.jpg?v=1764161628,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,s,,,100 Next pieces - 64.99€,,,,,,580.0,shopify,1,deny,manual,64.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACKKWAY-DARK6_200c0c90-1aa6-4375-bcb0-eb650c7f4530.jpg?v=1764161628,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,s,,,150 Next pieces - 74.99€,,,,,,580.0,shopify,0,deny,manual,74.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACKKWAY-DARK8_5e06d2a8-7ab4-40ad-aa75-88ec49c11fa2.jpg?v=1764079408,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,s,,,200 Next pieces - 84.99€,,,,,,580.0,shopify,0,deny,manual,84.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,s,,,Remaining - 89.99€,,,,,,580.0,shopify,6,deny,manual,89.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,m,,,50 First pieces - 59.99€,,,,,,630.0,shopify,-1,deny,manual,59.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,m,,,100 Next pieces - 64.99€,,,,,,630.0,shopify,0,deny,manual,64.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,m,,,150 Next pieces - 74.99€,,,,,,630.0,shopify,0,deny,manual,74.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,m,,,200 Next pieces - 84.99€,,,,,,630.0,shopify,0,deny,manual,84.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,m,,,Remaining - 89.99€,,,,,,630.0,shopify,10,deny,manual,89.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,l,,,50 First pieces - 59.99€,,,,,,680.0,shopify,0,deny,manual,59.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,l,,,100 Next pieces - 64.99€,,,,,,680.0,shopify,0,deny,manual,64.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,l,,,150 Next pieces - 74.99€,,,,,,680.0,shopify,0,deny,manual,74.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,l,,,200 Next pieces - 84.99€,,,,,,680.0,shopify,0,deny,manual,84.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,l,,,Remaining - 89.99€,,,,,,680.0,shopify,8,deny,manual,89.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,xl,,,50 First pieces - 59.99€,,,,,,730.0,shopify,0,deny,manual,59.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,xl,,,100 Next pieces - 64.99€,,,,,,730.0,shopify,0,deny,manual,64.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,xl,,,150 Next pieces - 74.99€,,,,,,730.0,shopify,0,deny,manual,74.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,xl,,,200 Next pieces - 84.99€,,,,,,730.0,shopify,0,deny,manual,84.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-rainjacket,,,,,,,,,xl,,,Remaining - 89.99€,,,,,,730.0,shopify,4,deny,manual,89.99,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
noir-cardholder,NOIR CARDHOLDER,"<ul>
<li class=""p1"">
<span class=""s1"">Color :</span> Black</li>
<li class=""p1"">
<span class=""s1"">Material :</span> 100% genuine leather</li>
<li class=""p2"">Metallic logo — secured with rivets (no glue), built to last</li>
<li class=""p2"">White stitching on the back </li>
<li class=""p2"">Includes a care instruction card</li>
<li class=""p2"">Delivered in a custom box</li>
<li class=""p2"">Every order comes with exclusive goodies &lt;3</li>
<li class=""p2"">This product is pre-order : 5 - 6 weeks before shipping</li>
</ul>",Noclout,Apparel & Accessories,"","",false,Prix,39.99,,,,,,,,,120.0,shopify,27,deny,manual,39.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACK_PORTE_CARTE_-_DARK_1_4.jpg?v=1764001756,1,"",false,,,,,,,,,,,,,,,,,,,'1,,,,,,,,,,,,,,,kg,,,draft
noir-cardholder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACK_PORTE_CARTE_-_DARK_2_4.jpg?v=1764001756,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noir-cardholder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACK_PORTE_CARTE_-_DARK_4_4.jpg?v=1764001746,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noir-cardholder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACK_PORTE_CARTE_-_DARK_3_4.jpg?v=1764001745,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noir-belt,Noir Belt,"<ul>
<li class=""p1"">Color: Black</li>
<li class=""p1"">Material: 100% genuine cow leather</li>
<li class=""p1"">Universal size — fully adjustable (guide included)</li>
<li class=""p1"">Metal-molded logo at belt tip</li>
<li class=""p1"">Reversible buckle</li>
<li class=""p1"">Delivered in a custom bag</li>
<li class=""p1"">Every order comes with exclusive goodies &lt;3<br>
</li>
</ul>",Noclout,Apparel & Accessories,"","",true,Title,Default Title,,,,,,,,ACS-BT-NOIR,350.0,shopify,1,deny,manual,59.99,,true,true,,,,,ACS-BT-NOIR,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/COLORS_BLACK_BELT_2.jpg?v=1765296924,1,"",false,,,,,,,,,,,,,,,,,,,'1,,,,,,,,,,,,,,,kg,,,active
noir-belt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/COLORS_BLACK_BELT_1.jpg?v=1765296924,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noir-belt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/COLORS_BLACK_BELT_4.jpg?v=1774351484,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noir-belt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/COLORS_BLACK_BELT_3.jpg?v=1774351484,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noir-truckerhat,NOIR TRUCKERHAT,"<ul>
<li class=""p1"">
<span class=""s1"">Color :</span> Black</li>
<li class=""p1"">
<span class=""s1"">Material :</span> 100% polyester</li>
<li class=""p2"">One size — fully adjustable</li>
<li class=""p2"">Embroidered front logo</li>
<li class=""p2"">3D embroidery under the visor</li>
<li class=""p2"">Branded interior taping</li>
<li class=""p2"">Every order comes with exclusive goodies &lt;3<br>
</li>
</ul>",Noclout,Apparel & Accessories,"","",false,Price,34.99,,,,,,,,,200.0,shopify,21,deny,manual,14.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACKCAP-DARK-1.jpg?v=1764001876,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
noir-truckerhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACKCAP-DARK-2_ab6804b5-cde5-4d6a-8d40-d576fed386cc.jpg?v=1764331897,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noir-truckerhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACKCAP-DARK-4_74834bb8-8bfb-4976-9292-3d72a79ba50e.jpg?v=1764332029,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noir-truckerhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACKCAP-DARK-3_4341fb04-fc94-48ae-ba7b-7ed9db87e06c.jpg?v=1764332029,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silver-fade-knit,SILVER FADE KNIT,"<ul>
<li class=""p1"">
<span class=""s1"">Colors :</span> Black, Grey</li>
<li class=""p2"">Acid-washed finish</li>
<li class=""p1"">
<span class=""s1"">Material:</span> 100% cotton</li>
<li class=""p1"">Each piece weights around 1kg</li>
<li class=""p2"">Hand-sewn metallic logo<br>
</li>
<li class=""p2"">Fitted collar</li>
<li class=""p2"">Every order comes with exclusive goodies &lt;3</li>
</ul>",Noclout,Apparel & Accessories > Clothing Accessories > Hats,"","",false,Size,XS,,Price,50 First pieces - 34.99€,,,,,,860.0,shopify,-1,deny,manual,39.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACKKNITMETAL-DARK1.5_b0b21d94-7fde-447a-8cd5-b5ec36318e82.jpg?v=1764001975,1,"",false,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
silver-fade-knit,,,,,,,,,XS,,,100 Next pieces - 44.99€,,,,,,860.0,shopify,0,deny,manual,44.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/BLACKKNITMETAL-DARK2.5_b64f4650-7178-4991-840f-ebb8da11c13a.jpg?v=1764001977,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
